Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
20131129,10.91384888,,20131125,4.894256592,,20121129,27.74429321,,20151208,14.1182,,,,,20131129,20.16067505
20131202,11.25717163,,20131126,4.825592041,,20121130,26.11160278,,20151209,15.0795,,,,,20131202,20.3742981
20131203,11.73782349,,20131127,5.168914795,,20121203,26.67617798,,20151210,15.1329,,,,,20131204,20.07675171
20131204,12.22610474,,20131129,5.397796631,,20121204,27.38571167,,20151211,16.7274,,,,,20131205,20.29800415
20131205,12.81356812,,20131202,5.916595459,,20121205,26.49307251,,20151214,18.5661,,,,,20131206,20.10726929
20131206,10.77651978,,20131203,6.099700928,,20121206,28.56063843,,20151215,18.4517,,,,,20131209,20.59555054
20131209,10.92910767,,20131204,6.320953369,,20121207,26.21078491,,20151216,17.6506,,,,,20131210,20.54977417
20131210,11.60812378,,20131205,6.198883057,,20121210,27.8968811,,20151217,13.4239,,,,,20131211,20.06912231
20131211,13.22555542,,20131206,5.611419678,,20121211,27.43911743,,20151218,11.7531,,,,,20131212,20.44296265
20131212,13.26370239,,20131209,5.49697876,,20121212,26.44729614,,20151221,13.3476,,,,,20131213,20.54214478
20131213,13.47732544,,20131210,5.207061768,,20121213,26.88980103,,20151222,13.0501,,,,,20131216,21.37374878
20131216,13.72146606,,20131211,5.481719971,,20121214,25.89797974,,20151223,12.9204,,,,,20131217,21.78573608
20131217,13.6680603,,20131212,5.504608154,,20121217,25.70724487,,20151224,12.9662,,,,,20131218,22.02987671
20131218,11.31057739,,20131213,5.466461182,,20121218,24.53994751,,20151225,13.1721,,,,,20131219,21.40426636
20131219,11.25717163,,20131216,6.175994873,,20121219,24.04403687,,20151228,13.752,,,,,20131220,20.83969116
20131220,10.7460022,,20131217,5.98526001,,20121220,23.47946167,,20151229,12.9356,,,,,20131223,20.99227905
20131223,10.07461548,,20131218,4.67300415,,20121221,24.49417114,,20151230,12.9585,,,,,20131224,21.3432312
20131224,9.754180908,,20131219,4.825592041,,20121224,24.73831177,,20151231,12.5008,,,,,20131226,21.75521851
20131226,9.731292725,,20131220,4.825592041,,20121226,24.92904663,,20160104,13.5994,,,,,20131227,21.97647095
20131227,9.761810303,,20131223,4.711151123,,20121227,24.78408814,,20160105,12.7907,,,,,20131230,22.48001099
20131230,10.7383728,,20131224,4.863739014,,20121228,25.12741089,,20160106,13.8893,,,,,20131231,22.67074585
20131231,11.32583618,,20131226,4.802703857,,20121231,25.65383911,,20160107,14.6675,,,,,20140102,22.57156372
20140102,11.77597046,,20131227,4.886627197,,20130102,24.47891235,,20160108,14.6523,,,,,20140103,21.96121216
20140103,10.69259644,,20131230,4.940032959,,20130103,22.71652222,,20160111,15.2779,,,,,20140106,21.57211304
20140106,10.7460022,,20131231,4.779815674,,20130104,20.57266235,,20160112,14.6828,,,,,20140107,21.39663696
20140107,10.29586792,,20140102,4.871368408,,20130107,21.13723755,,20160113,14.1487,,,,,20140108,22.34268189
20140108,10.92147827,,20140103,4.810333252,,20130108,20.43533325,,20160114,14.5988,,,,,20140109,22.8767395
20140109,10.82992554,,20140106,4.856109619,,20130109,19.63424683,,20160115,16.0332,,,,,20140110,19.5350647
20140110,10.30349731,,20140107,4.795074463,,20130110,19.72579956,,20160118,18.8179,,,,,20140113,18.30673218
20140113,11.76834106,,20140108,4.92477417,,20130111,22.24349976,,20160119,14.3166,,,,,20140114,16.8800354
20140114,10.86044312,,20140109,4.405975342,,20130114,23.60153198,,20160120,15.461,,,,,20140115,16.8876648
20140115,10.57815552,,20140110,3.681182861,,20130115,23.83041382,,20160121,14.5836,,,,,20140116,16.68167114
20140116,10.82992554,,20140113,3.879547119,,20130116,22.00698853,,20160122,14.0114,,,,,20140117,16.43753052
20140117,10.34927368,,20140114,4.207611084,,20130117,20.84732056,,20160125,14.3852,,,,,20140121,16.44515991
20140121,10.42556763,,20140115,4.665374756,,20130118,19.29855347,,20160126,14.8354,,,,,20140122,15.63644409
20140122,10.41030884,,20140116,4.421234131,,20130122,18.82553101,,20160127,14.0648,,,,,20140123,16.28494263
20140123,11.25717163,,20140117,4.413604736,,20130123,19.51217651,,20160128,12.9204,,,,,20140124,15.79666138
20140124,14.73617554,,20140121,4.634857178,,20130124,19.55032349,,20160129,13.2942,,,,,20140127,15.7661438
20140127,14.81246948,,20140122,4.741668701,,20130125,19.5274353,,20160201,13.7062,,,,,20140128,15.209198
20140128,13.52310181,,20140123,4.856109619,,20130128,19.74868774,,20160202,13.0043,,,,,20140129,15.25497437
20140129,15.17105103,,20140124,4.970550537,,20130129,19.70291138,,20160203,14.4386,,,,,20140130,15.21682739
20140130,15.02609253,,20140127,5.359649658,,20130130,18.5508728,,20160204,14.0877,,,,,20140131,15.00320435
20140131,15.85006714,,20140128,5.184173584,,20130131,18.58139038,,20160205,14.4615,,,,,20140203,16.1857605
20140203,19.26803589,,20140129,5.077362061,,20130201,18.61953735,,20160208,19.146,,,,,20140204,17.68875122
20140204,16.81137085,,20140130,4.894256592,,20130204,21.64840698,,20160209,20.0386,,,,,20140205,18.43643189
20140205,17.49801636,,20140131,5.123138428,,20130205,20.80917358,,20160210,19.8631,,,,,20140206,17.96340942
20140206,15.61355591,,20140203,6.061553955,,20130206,21.2059021,,20160211,27.6909,,,,,20140207,19.05441284
20140207,12.37106323,,20140204,6.38961792,,20130207,20.24459839,,20160212,21.244,,,,,20140210,19.34432983
20140210,12.43209839,,20140205,6.06918335,,20130208,19.55032349,,20160215,24.5476,,,,,20140211,17.49038696
20140211,11.25717163,,20140206,6.061553955,,20130211,18.74923706,,20160216,22.0604,,,,,20140212,16.33071899
20140212,12.09640503,,20140207,4.917144775,,20130212,17.50564575,,20160217,21.9154,,,,,20140213,18.62716675
20140213,11.96670532,,20140210,4.650115967,,20130213,17.65823364,,20160218,20.9007,,,,,20140214,17.96340942
20140214,11.51657105,,20140211,4.413604736,,20130214,16.70455933,,20160219,21.8773,,,,,20140218,18.45932007
20140218,11.59286499,,20140212,5.069732666,,20130215,19.37484741,,20160222,20.4124,,,,,20140219,15.88
20140219,11.88,,20140213,4.657745361,,20130219,19.64187622,,20160223,20.4353,,,,,20140220,19.32907105
20140220,12.01248169,,20140214,4.589080811,,20130220,21.86203003,,20160224,21.3966,,,,,20140221,18.5814
20140221,11.2877,,20140218,4.680633545,,20130221,24.93667603,,20160225,20.8092,,,,,20140224,18.5432
20140224,11.2572,,20140219,3.76,,20130222,21.94595337,,20160226,18.9476,,,,,20140225,18.3067
20140225,11.1732,,20140220,4.75692749,,20130225,22.86148071,,20160229,19.558,,,,,20140226,18.3067
20140226,11.364,,20140221,4.64249,,20130226,23.89907837,,20160301,19.7639,,,,,20140227,18.1923
20140227,10.9062,,20140224,4.56619,,20130227,22.26638794,,20160302,19.6114,,,,,20140228,18.6501
20140228,11.0435,,20140225,4.5433,,20130228,21.03042603,,20160303,20.9084,,,,,20140303,22.7928
20140303,13.3018,,20140226,4.74167,,20130301,21.0609436,,20160304,19.9699,,,,,20140304,25.7607
20140304,11.4098,,20140227,4.71878,,20130304,22.91488648,,20160307,19.9242,,,,,20140305,25.5089
20140305,10.9749,,20140228,4.77219,,20130305,19.9546814,,20160308,20.5498,,,,,20140306,24.8756
20140306,11.3716,,20140303,5.22232,,20130306,19.6723938,,20160309,20.6032,,,,,20140307,26.2718
20140307,10.8604,,20140304,5.36728,,20130307,17.75741577,,20160310,21.0075,,,,,20140310,26.0429
20140310,11.2343,,20140305,5.23758,,20130308,17.0173645,,20160311,20.5879,,,,,20140311,26.2413
20140311,11.8828,,20140306,5.15366,,20130311,18.64242554,,20160314,20.2446,,,,,20140312,27.935
20140312,12.2795,,20140307,4.5433,,20130312,18.29147339,,20160315,18.3907,,,,,20140313,27.7672
20140313,13.9198,,20140310,4.81033,,20130313,18.11599731,,20160316,17.8185,,,,,20140314,28.5835
20140314,14.9727,,20140311,4.8027,,20130314,17.13943481,,20160317,15.6975,,,,,20140317,28.492
20140317,13.3171,,20140312,4.34494,,20130315,17.30728149,,20160318,15.8195,,,,,20140318,28.8658
20140318,12.3863,,20140313,4.55093,,20130318,17.42935181,,20160321,13.6223,,,,,20140319,28.8658
20140319,12.6152,,20140314,4.879,,20130319,19.32907105,,20160322,15.5449,,,,,20140320,28.2097
20140320,11.776,,20140317,4.88663,,20130320,18.00918579,,20160323,15.4533,,,,,20140321,27.5536
20140321,11.9514,,20140318,4.58145,,20130321,18.39065552,,20160324,15.7356,,,,,20140324,29.0718
20140324,12.5008,,20140319,4.879,,20130322,17.52853394,,20160325,15.9874,,,,,20140325,29.995
20140325,11.7607,,20140320,4.49753,,20130325,17.08602905,,20160328,15.0871,,,,,20140326,31.0326
20140326,12.8212,,20140321,4.3602,,20130326,16.30020142,,20160329,15.9416,,,,,20140327,33.6494
20140327,12.928,,20140324,4.45938,,20130327,16.01791382,,20160330,16.1095,,,,,20140328,32.177
20140328,12.2566,,20140325,4.36783,,20130328,16.62063599,,20160331,15.8043,,,,,20140331,27.6604
20140331,11.5166,,20140326,4.34494,,20130401,17.45986939,,20160401,15.2855,,,,,20140401,25.5547
20140401,10.5019,,20140327,4.55093,,20130402,17.23098755,,20160404,15.2016,,,,,20140402,24.8604
20140402,10.5247,,20140328,4.71115,,20130403,19.84786987,,20160405,15.4762,,,,,20140403,23.922
20140403,10.8681,,20140331,4.88663,,20130404,20.00808716,,20160406,14.8811,,,,,20140404,22.3045
20140404,11.6844,,20140401,4.79507,,20130405,19.42825317,,20160407,16.0942,,,,,20140407,23.6473
20140407,14.3852,,20140402,4.8027,,20130408,19.79446411,,20160408,15.4381,,,,,20140408,23.1972
20140408,13.0806,,20140403,4.85611,,20130409,19.38247681,,20160411,16.8114,,,,,20140409,22.0757
20140409,11.9362,,20140404,3.63541,,20130410,18.15414429,,20160412,16.5367,,,,,20140410,20.5879
20140410,13.7978,,20140407,3.52859,,20130411,18.92471314,,20160413,15.1863,,,,,20140411,19.4283
20140411,15.0108,,20140408,3.65829,,20130412,20.58029175,,20160414,14.9803,,,,,20140414,20.9541
20140414,14.2708,,20140409,3.52859,,20130415,25.62332153,,20160415,14.0953,,,,,20140415,20.916
20140415,13.5155,,20140410,3.63541,,20130416,24.47891235,,20160418,14.8964,,,,,20140416,20.916
20140416,12.3558,,20140411,4.10843,,20130417,28.07235718,,20160419,14.8811,,,,,20140417,26.1497
20140417,11.4632,,20140414,4.26865,,20130418,25.72250366,,20160420,15.7127,,,,,20140418,26.3634
20140418,11.6692,,20140415,4.29153,,20130419,24.75357056,,20160421,16.1705,,,,,20140421,25.2037
20140421,11.5776,,20140416,4.34494,,20130422,23.65493774,,20160422,15.9035,,,,,20140422,25.8598
20140422,11.158,,20140417,4.39835,,20130423,22.8767395,,20160425,15.9187,,,,,20140423,26.4168
20140423,11.1885,,20140418,4.45938,,20130424,21.4881897,,20160426,15.995,,,,,20140424,26.3634
20140424,11.4403,,20140421,4.50516,,20130425,20.54977417,,20160427,15.9111,,,,,20140425,26.9585
20140425,12.3177,,20140422,4.34494,,20130426,20.38192749,,20160428,15.583,,,,,20140428,27.3857
20140428,12.1498,,20140423,4.37546,,20130429,21.7628479,,20160429,18.1541,,,,,20140429,26.9737
20140429,11.9057,,20140424,4.55856,,20130430,22.67074585,,20160502,17.5743,,,,,20140430,26.1955
20140430,11.1732,,20140425,4.69589,,20130501,25.88272095,,20160503,16.2392,,,,,20140501,26.1574
20140501,10.9444,,20140428,4.84848,,20130502,23.08273315,,20160504,16.407,,,,,20140502,25.9056
20140502,10.3188,,20140429,4.84848,,20130503,22.44186401,,20160505,16.0103,,,,,20140505,25.547
20140505,10.952,,20140430,4.74167,,20130506,22.99118042,,20160506,15.9721,,,,,20140506,26.1879
20140506,12.0888,,20140501,4.75693,,20130507,21.70181274,,20160509,16.0942,,,,,20140507,26.0353
20140507,11.6005,,20140502,4.07791,,20130508,19.61898804,,20160510,15.2855,,,,,20140508,25.1961
20140508,11.6005,,20140505,4.09317,,20130509,19.40536499,,20160511,15.8424,,,,,20140509,24.0135
20140509,11.1732,,20140506,4.19235,,20130510,19.34432983,,20160512,15.1939,,,,,20140512,23.4947
20140512,10.746,,20140507,3.95584,,20130513,21.16775513,,20160513,14.8354,,,,,20140513,23.1895
20140513,10.8299,,20140508,3.68881,,20130514,21.4805603,,20160516,15.728,,,,,20140514,23.1514
20140514,10.8223,,20140509,3.62015,,20130515,21.0609436,,20160517,15.11,,,,,20140515,23.1667
20140515,11.4479,,20140512,3.85666,,20130516,21.51107788,,20160518,15.2931,,,,,20140516,22.2511
20140516,10.7613,,20140513,3.52859,,20130517,20.38192749,,20160519,16.5825,,,,,20140519,22.831
20140519,10.3951,,20140514,4.35257,,20130520,20.58792114,,20160520,15.995,,,,,20140520,21.656
20140520,11.0207,,20140515,4.63486,,20130521,20.34378052,,20160523,15.3542,,,,,20140521,22.2435
20140521,10.1891,,20140516,4.45938,,20130522,21.77810669,,20160524,15.1405,,,,,20140522,21.6331
20140522,10.2654,,20140519,4.50516,,20130523,21.54922485,,20160525,14.3394,,,,,20140523,21.3585
20140523,9.36508,,20140520,4.55093,,20130524,20.10726929,,20160526,14.0419,,,,,20140526,22.6173
20140526,10.1357,,20140521,4.44412,,20130528,21.25167847,,20160527,13.546,,,,,20140527,22.0299
20140527,9.44138,,20140522,4.39072,,20130529,22.72415161,,20160530,14.2632,,,,,20140528,21.4348
20140528,9.51767,,20140523,4.38309,,20130530,22.38082886,,20160531,14.0038,,,,,20140529,21.1143
20140529,9.14383,,20140526,4.65012,,20130531,22.41897583,,20160601,14.0266,,,,,20140530,20.9694
20140530,8.81577,,20140527,4.48227,,20130603,23.76174927,,20160602,14.0266,,,,,20140602,20.5498
20140602,9.31931,,20140528,4.77982,,20130604,23.65493774,,20160603,15.667,,,,,20140603,21.6866
20140603,9.67789,,20140529,4.85611,,20130605,22.19009399,,20160606,16.9792,,,,,20140604,21.9002
20140604,10.0365,,20140530,5.0621,,20130606,21.56448364,,20160607,16.6283,,,,,20140605,21.9231
20140605,9.5253,,20140602,5.49698,,20130607,19.32144165,,20160608,17.6888,,,,,20140606,22.5487
20140606,8.1749,,20140603,5.68771,,20130610,19.08493042,,20160609,19.2757,,,,,20140609,24.3492
20140609,8.38852,,20140604,5.61142,,20130611,19.64187622,,20160610,19.7411,,,,,20140610,23.7465
20140610,7.98416,,20140605,5.29099,,20130612,19.96994019,,20160613,22.5105,,,,,20140611,22.5563
20140611,9.82285,,20140606,4.4899,,20130613,19.65713501,,20160614,21.4119,,,,,20140612,26.9051
20140612,10.601,,20140609,4.58145,,20130614,18.92471314,,20160615,21.9688,,,,,20140613,26.9432
20140613,10.2425,,20140610,4.81033,,20130617,18.77975464,,20160616,24.7231,,,,,20140616,27.3628
20140616,10.6163,,20140611,4.19998,,20130618,18.72634888,,20160617,25.7988,,,,,20140617,27.0195
20140617,10.0441,,20140612,4.14658,,20130619,18.56613159,,20160620,28.1105,,,,,20140618,27.2636
20140618,8.81577,,20140613,4.19235,,20130620,21.22879028,,20160621,18.2991,,,,,20140619,27.6604
20140619,8.46481,,20140616,4.31442,,20130621,21.93832398,,20160622,19.8936,,,,,20140620,28.4233
20140620,8.15201,,20140617,4.44412,,20130624,22.06802368,,20160623,17.1471,,,,,20140623,27.8511
20140623,8.24356,,20140618,4.01688,,20130625,20.96176148,,20160624,19.474,,,,,20140624,27.9274
20140624,9.41849,,20140619,4.00162,,20130626,20.7939148,,20160627,20.4201,,,,,20140625,27.7977
20140625,8.98361,,20140620,3.98636,,20130627,20.69473267,,20160628,18.5356,,,,,20140626,28.2173
20140626,8.90732,,20140623,4.07028,,20130628,19.8097229,,20160629,17.6277,,,,,20140627,29.4304
20140627,8.64029,,20140624,4.10843,,20130701,19.36721802,,20160630,15.8501,,,,,20140630,25.9666
20140630,8.52585,,20140625,4.09317,,20130702,20.3666687,,20160701,15.8653,,,,,20140701,24.9977
20140701,8.02231,,20140626,3.95584,,20130703,24.21188355,,20160704,16.9182,,,,,20140702,23.5481
20140702,7.67136,,20140627,3.9711,,20130705,24.43313599,,20160705,17.643,,,,,20140703,22.6173
20140703,7.03812,,20140630,4.12369,,20130708,23.22006226,,20160706,18.6501,,,,,20140704,22.8539
20140704,7.28989,,20140701,4.06265,,20130709,22.65548706,,20160707,18.0779,,,,,20140707,23.2658
20140707,8.44193,,20140702,4.10843,,20130710,27.70614624,,20160708,15.4533,,,,,20140708,22.6784
20140708,9.37271,,20140703,3.43704,,20130711,23.92959595,,20160711,16.3383,,,,,20140709,24.0898
20140709,9.44901,,20140704,3.52097,,20130712,20.96176148,,20160712,15.7051,,,,,20140710,25.8675
20140710,10.3264,,20140707,3.38364,,20130715,21.27456665,,20160713,14.7514,,,,,20140711,24.7231
20140711,9.58633,,20140708,3.73459,,20130716,21.41952515,,20160714,14.6217,,,,,20140714,24.5171
20140714,9.48715,,20140709,3.60489,,20130717,20.5116272,,20160715,14.4691,,,,,20140715,24.7917
20140715,9.73129,,20140710,3.80325,,20130718,20.00045776,,20160718,14.9117,,,,,20140716,25.0511
20140716,9.02939,,20140711,3.65829,,20130719,21.30508423,,20160719,14.2021,,,,,20140717,25.3944
20140717,11.6997,,20140714,3.91769,,20130722,22.85385132,,20160720,14.9956,,,,,20140718,25.2724
20140718,9.50241,,20140715,3.7117,,20130723,21.13723755,,20160721,15.5907,,,,,20140721,26.6151
20140721,10.1204,,20140716,3.87955,,20130724,21.64077759,,20160722,15.9874,,,,,20140722,26.4854
20140722,9.59396,,20140717,4.01688,,20130725,21.64840698,,20160725,15.6288,,,,,20140723,25.9514
20140723,9.29642,,20140718,3.91006,,20130726,20.80154419,,20160726,15.4076,,,,,20140724,26.3786
20140724,9.28116,,20140721,4.03976,,20130729,21.16775513,,20160727,15.5144,,,,,20140725,25.6462
20140725,9.7847,,20140722,4.08554,,20130730,22.07565308,,20160728,14.9422,,,,,20140728,25.4631
20140728,9.73129,,20140723,3.99399,,20130731,21.84677124,,20160729,14.7362,,,,,20140729,25.6157
20140729,10.6316,,20140724,4.18472,,20130801,21.63314819,,20160801,14.9956,,,,,20140730,25.7912
20140730,10.8681,,20140725,4.05502,,20130802,20.73287964,,20160802,15.2092,,,,,20140731,25.6996
20140731,15.4839,,20140728,4.19998,,20130805,22.17483521,,20160803,15.1176,,,,,20140801,26.7296
20140801,15.11,,20140729,4.16946,,20130806,21.47293091,,20160804,15.1024,,,,,20140804,28.5606
20140804,12.7983,,20140730,4.26865,,20130807,21.6255188,,20160805,14.5912,,,,,20140805,28.4691
20140805,15.049,,20140731,4.32205,,20130808,21.86203003,,20160808,14.5531,,,,,20140806,28.6217
20140806,14.0343,,20140801,3.74985,,20130809,22.5944519,,20160809,14.2174,,,,,20140807,28.7209
20140807,14.3547,,20140804,3.70407,,20130812,21.69418335,,20160810,14.1335,,,,,20140808,29.0108
20140808,13.7367,,20140805,3.74985,,20130813,21.75521851,,20160811,14.2479,,,,,20140811,32.795
20140811,12.7068,,20140806,3.81088,,20130814,21.65603638,,20160812,14.3623,,,,,20140812,26.7067
20140812,12.5771,,20140807,4.29916,,20130815,21.6178894,,20160815,14.1792,,,,,20140813,21.9078
20140813,11.219,,20140808,4.5433,,20130816,21.24404907,,20160816,14.9269,,,,,20140814,19.8784
20140814,10.4179,,20140811,4.50516,,20130819,21.12960815,,20160817,15.3008,,,,,20140815,20.5727
20140815,10.5476,,20140812,4.48227,,20130820,22.01461792,,20160818,14.2632,,,,,20140818,20.3743
20140818,9.68552,,20140813,4.47464,,20130821,22.57156372,,20160819,14.4463,,,,,20140819,20.9465
20140819,9.51004,,20140814,4.46701,,20130822,21.42715454,,20160822,14.6217,,,,,20140820,20.5269
20140820,9.35745,,20140815,4.61197,,20130823,20.7862854,,20160823,14.4997,,,,,20140821,20.6261
20140821,9.38797,,20140818,4.5433,,20130826,21.19827271,,20160824,15.1863,,,,,20140822,20.3209
20140822,8.91495,,20140819,4.4899,,20130827,24.60098267,,20160825,15.0642,,,,,20140825,19.7182
20140825,9.15909,,20140820,4.58145,,20130828,28.3164978,,20160826,14.6065,,,,,20140826,19.5503
20140826,8.91495,,20140821,4.4136,,20130829,25.51651001,,20160829,14.5149,,,,,20140827,20.0233
20140827,8.8768,,20140822,4.30679,,20130830,26.71432495,,20160830,14.3013,,,,,20140828,20.5879
20140828,9.15146,,20140825,4.26865,,20130903,28.54537964,,20160831,14.3776,,,,,20140829,20.9846
20140829,8.89969,,20140826,4.19235,,20130904,27.99606323,,20160901,14.9956,,,,,20140901,21.3737
20140901,9.62448,,20140827,4.29153,,20130905,25.43258667,,20160902,13.0043,,,,,20140902,20.9846
20140902,9.10568,,20140828,4.52805,,20130906,25.54702759,,20160905,13.8741,,,,,20140903,22.0909
20140903,9.21249,,20140829,4.71115,,20130909,25.82168579,,20160906,13.6223,,,,,20140904,22.3503
20140904,9.57108,,20140901,4.99344,,20130910,26.85928345,,20160907,12.7068,,,,,20140905,23.1972
20140905,8.29697,,20140902,5.04684,,20130911,23.09036255,,20160908,12.9585,,,,,20140908,22.9759
20140908,9.32693,,20140903,5.03159,,20130912,21.79336548,,20160909,13.546,,,,,20140909,22.6402
20140909,10.4866,,20140904,4.84085,,20130913,21.14486694,,20160912,13.5002,,,,,20140910,22.1291
20140910,10.5247,,20140905,4.3602,,20130916,21.37374878,,20160913,15.2626,,,,,20140911,21.1449
20140911,10.4561,,20140908,4.65775,,20130917,21.67129517,,20160914,14.698,,,,,20140912,20.5193
20140912,11.1656,,20140909,4.69589,,20130918,21.61026001,,20160915,14.8735,,,,,20140915,21.3127
20140915,11.8828,,20140910,4.97055,,20130919,19.73342896,,20160916,14.4234,,,,,20140916,21.2593
20140916,10.5553,,20140911,4.90189,,20130920,20.06912231,,20160919,16.3002,,,,,20140917,20.9618
20140917,10.1433,,20140912,5.34439,,20130923,21.00753784,,20160920,16.8877,,,,,20140918,20.1454
20140918,9.31931,,20140915,5.89371,,20130924,21.17538452,,20160921,14.0266,,,,,20140919,21.0152
20140919,9.03702,,20140916,5.94711,,20130925,21.01516724,,20160922,12.2108,,,,,20140922,22.5945
20140922,10.9367,,20140917,4.50516,,20130926,20.13778687,,20160923,12.2643,,,,,20140923,22.8844
20140923,12.2719,,20140918,4.5433,,20130927,19.91653442,,20160926,12.9509,,,,,20140924,22.7699
20140924,10.7536,,20140919,4.18472,,20130930,21.4805603,,20160927,12.1498,,,,,20140925,22.7699
20140925,13.0119,,20140922,4.23813,,20131001,21.35848999,,20160928,11.0817,,,,,20140926,22.3045
20140926,12.2795,,20140923,4.11606,,20131002,19.48928833,,20160929,11.0359,,,,,20140929,21.862
20140929,13.0806,,20140924,4.16183,,20131003,19.59609985,,20160930,11.1122,,,,,20140930,20.8702
20140930,13.8512,,20140925,4.31442,,20131004,18.90182495,,20161003,11.1122,,,,,20141001,21.0381
20141001,15.1711,,20140926,4.57382,,20131007,20.06912231,,20161004,14.1182,,,,,20141002,21.5111
20141002,14.0266,,20140929,4.48227,,20131008,21.67129517,,20161005,12.8441,,,,,20141003,22.0146
20141003,12.8975,,20140930,4.4899,,20131009,22.41134644,,20161006,13.6604,,,,,20141006,23.0827
20141006,14.1182,,20141001,4.45938,,20131010,20.82443237,,20161007,13.3018,,,,,20141007,23.7617
20141007,15.5983,,20141002,4.59671,,20131011,20.31326294,,20161010,13.0424,,,,,20141008,23.7236
20141008,12.9814,,20141003,4.13132,,20131014,21.068573,,20161011,12.7831,,,,,20141009,25.3181
20141009,15.4762,,20141006,4.13895,,20131015,21.49581909,,20161012,13.195,,,,,20141010,22.5334
20141010,18.0092,,20141007,4.39835,,20131016,20.69473267,,20161013,12.7754,,,,,20141013,23.1895
20141013,20.3819,,20141008,4.35257,,20131017,19.60372925,,20161014,11.1198,,,,,20141014,24.4255
20141014,18.5509,,20141009,4.3602,,20131018,19.03152466,,20161017,11.6158,,,,,20141015,26.3481
20141015,21.7323,,20141010,4.43649,,20131021,19.63424683,,20161018,11.219,,,,,20141016,25.753
20141016,20.2751,,20141013,5.57327,,20131022,20.25222778,,20161019,10.8604,,,,,20141017,24.4942
20141017,17.4751,,20141014,6.25229,,20131023,21.32034302,,20161020,13.0043,,,,,20141020,25.631
20141020,16.2849,,20141015,7.16782,,20131024,20.56503296,,20161021,12.8746,,,,,20141021,26.8135
20141021,13.8359,,20141016,6.28281,,20131025,18.71871948,,20161024,12.9585,,,,,20141022,27.0195
20141022,15.6517,,20141017,5.68771,,20131028,19.24514771,,20161025,12.4779,,,,,20141023,26.1726
20141023,14.3013,,20141020,5.47409,,20131029,19.32144165,,20161026,12.2108,,,,,20141024,27.3323
20141024,14.0724,,20141021,5.68008,,20131030,19.68002319,,20161027,12.3787,,,,,20141027,28.4691
20141027,14.0648,,20141022,5.53513,,20131031,18.9704895,,20161028,14.2021,,,,,20141028,30.0789
20141028,12.5847,,20141023,5.54276,,20131101,19.96231079,,20161031,14.4615,,,,,20141029,29.8729
20141029,12.9128,,20141024,5.70297,,20131104,20.90835571,,20161101,16.9411,,,,,20141030,29.9034
20141030,12.5465,,20141027,5.48935,,20131105,21.6255188,,20161102,18.2457,,,,,20141031,29.4151
20141031,12.3405,,20141028,5.15366,,20131106,20.48110962,,20161103,18.2457,,,,,20141103,31.1775
20141103,12.8136,,20141029,4.91714,,20131107,20.09963989,,20161104,19.8708,,,,,20141104,29.789
20141104,12.9967,,20141030,4.68826,,20131108,18.5585022,,20161107,19.1689,,,,,20141105,28.6446
20141105,11.7607,,20141031,4.7493,,20131111,18.2762146,,20161108,18.0626,,,,,20141106,28.6674
20141106,11.0207,,20141103,4.82559,,20131112,18.80264282,,20161109,14.782,,,,,20141107,28.8124
20141107,10.1738,,20141104,5.04684,,20131113,18.22280884,,20161110,15.4381,,,,,20141110,25.3181
20141110,9.48715,,20141105,5.20706,,20131114,18.24569702,,20161111,20.4048,,,,,20141111,25.6615
20141111,9.71603,,20141106,4.83322,,20131115,17.89474487,,20161114,20.2522,,,,,20141112,27.6146
20141112,11.2495,,20141107,4.46701,,20131118,17.80319214,,20161115,12.5923,,,,,20141113,23.6549
20141113,11.4174,,20141110,4.55856,,20131119,17.70401001,,20161116,13.2408,,,,,20141114,24.0746
20141114,11.1351,,20141111,4.51279,,20131120,17.13943481,,20161117,13.0577,,,,,20141117,24.4102
20141117,11.3869,,20141112,4.77982,,20131121,16.25442505,,20161118,13.9122,,,,,20141118,23.7999
20141118,11.1122,,20141113,4.94766,,20131122,15.94924927,,20161121,13.0806,,,,,20141119,24.0898
20141119,11.0893,,20141114,4.9324,,20131125,17.61245728,,20161122,12.4702,,,,,20141120,24.0746
20141120,10.3188,,20141117,4.92477,,20131126,16.68930054,,20161123,14.1335,,,,,20141121,24.6849
20141121,9.72366,,20141118,4.76456,,20131127,17.5743103,,20161124,14.3471,,,,,20141124,23.4261
20141124,9.51767,,20141119,4.66537,,20131129,18.33724976,,20161125,15.11,,,,,20141125,22.9454
20141125,9.45663,,20141120,4.69589,,20131202,18.92471314,,20161128,13.8359,,,,,20141126,22.9454
20141126,9.41849,,20141121,4.47464,,20131203,17.42935181,,20161129,13.9732,,,,,20141127,23.0827
20141127,9.63974,,20141124,4.30679,,20131204,17.04788208,,20161130,15.8806,,,,,20141128,24.5247
20141128,10.9749,,20141125,4.52805,,20131205,15.98739624,,20161201,16.4604,,,,,20141201,24.4408
20141201,12.4245,,20141126,4.55093,,20131206,15.10238648,,20161202,14.7743,,,,,20141202,24.0746
